0.000000, 0.000000, 0.000000, 0.000000
-0.009997, -0.009974, -0.009969, 0.009999
-0.019073, -0.019556, -0.018331, 0.019716
-0.025321, -0.029093, -0.023647, 0.028883
-0.027433, -0.038597, -0.024352, 0.037076
-0.025859, -0.048117, -0.021927, 0.043937
-0.021647, -0.057697, -0.017997, 0.049257
-0.016368, -0.067416, -0.012127, 0.053693
-0.009844, -0.077300, -0.005462, 0.056927
-0.002322, -0.086722, -0.000970, 0.058408
0.005876, -0.096423, 0.003358, 0.058776
0.014655, -0.106276, 0.005227, 0.057907
0.023879, -0.116359, 0.005637, 0.056084
0.033370, -0.126571, 0.006225, 0.053587
0.042826, -0.136630, 0.008528, 0.050718
0.052161, -0.146422, 0.012349, 0.047527
0.061243, -0.155781, 0.017680, 0.044097
0.069852, -0.164435, 0.024366, 0.040539
0.078283, -0.172741, 0.031774, 0.036751
0.086109, -0.180179, 0.039950, 0.032890
0.093988, -0.187575, 0.048430, 0.028722
0.101542, -0.194517, 0.057440, 0.024418
0.108412, -0.200617, 0.066922, 0.020094
0.115141, -0.206540, 0.076512, 0.015542
0.121512, -0.212087, 0.086115, 0.010836
0.127912, -0.217696, 0.095136, 0.005827
0.134660, -0.223710, 0.102726, 0.000388
0.141984, -0.230459, 0.108817, -0.005573
0.149859, -0.237882, 0.113256, -0.012071
0.158036, -0.245712, 0.116199, -0.018948
0.165965, -0.253415, 0.118640, -0.025947
0.173640, -0.260953, 0.120543, -0.033039
0.181811, -0.269100, 0.121360, -0.040659
0.189525, -0.276904, 0.121930, -0.048279
0.196925, -0.284502, 0.122149, -0.055981
0.205048, -0.292908, 0.121474, -0.064254
0.212973, -0.301209, 0.120520, -0.072652
0.220014, -0.308779, 0.120183, -0.080763
0.227415, -0.316760, 0.119833, -0.089375
0.234565, -0.324593, 0.119887, -0.097997
0.241284, -0.332069, 0.120356, -0.106500
0.247500, -0.339146, 0.121557, -0.114777
0.253530, -0.346119, 0.123297, -0.123090
0.258974, -0.352618, 0.124968, -0.130890
0.264213, -0.358971, 0.126633, -0.138497
0.269683, -0.365577, 0.128251, -0.146155
0.275223, -0.372289, 0.129897, -0.153726
0.281564, -0.379755, 0.132390, -0.162093
0.288650, -0.387943, 0.135520, -0.171077
0.295698, -0.396025, 0.138692, -0.179979
0.302909, -0.404113, 0.142263, -0.188994
0.309330, -0.411223, 0.145070, -0.197031
0.315166, -0.417598, 0.147607, -0.204387
0.320449, -0.423303, 0.149495, -0.210796
0.325679, -0.428893, 0.150517, -0.216911
0.330988, -0.434603, 0.151598, -0.223197
0.336306, -0.440349, 0.152264, -0.229661
0.341901, -0.446371, 0.152452, -0.236566
0.347451, -0.452226, 0.151267, -0.243115
0.352467, -0.457465, 0.149296, -0.249162
0.356671, -0.461832, 0.146273, -0.254289
0.359997, -0.465116, 0.142011, -0.258534
0.362864, -0.467851, 0.137971, -0.262576
0.365523, -0.470210, 0.133988, -0.266754
0.368278, -0.472524, 0.130880, -0.271451
0.371165, -0.474864, 0.128363, -0.276548
0.374009, -0.477102, 0.126542, -0.281796
0.376818, -0.479250, 0.126110, -0.287433
0.379153, -0.480834, 0.126328, -0.292826
0.380853, -0.481760, 0.125941, -0.297705
0.381627, -0.481788, 0.123952, -0.301209
0.382127, -0.481582, 0.122089, -0.304628
0.382768, -0.481598, 0.120283, -0.308271
0.383902, -0.482138, 0.119180, -0.312560
0.385092, -0.482850, 0.117061, -0.316457
0.386606, -0.484015, 0.114386, -0.320202
0.388588, -0.485706, 0.111791, -0.324512
0.390566, -0.487513, 0.108277, -0.328446
0.392302, -0.489210, 0.103220, -0.331213
0.393794, -0.490800, 0.097744, -0.333474
0.395165, -0.492303, 0.092837, -0.335687
0.396678, -0.493987, 0.088483, -0.338078
0.398572, -0.496057, 0.085339, -0.341205
0.400515, -0.498250, 0.083210, -0.344720
0.401963, -0.500082, 0.081430, -0.348038
0.402512, -0.501171, 0.080047, -0.350918
0.402409, -0.501687, 0.079365, -0.353441
