-0.530879, -0.315676, 0.316157, -0.554152, 0.094851, 0.126198, -0.116424, 0.033023, -0.428810, 0.220437, -0.015167, 0.283563, -0.451007, -0.094576, -0.467945, -0.246108, 0.088751, -0.356917, -0.502298, -0.091779, 0.276956, -0.128468, -0.241704, -0.352747, -0.253513, 0.535243, -0.527937, -0.444796, -0.432758, -0.224274, 0.133121, 0.576695, -0.166373, 0.370523, -0.248384, -0.201273, 0.078893, 0.414869, -0.462860, 0.046656, -0.349645, -0.124255, -0.078047, 0.502516, 0.484869, 0.175610, -0.423821, -0.014291, 0.311016, 0.002204, 0.310631, -0.538382, 0.287185, 0.535776, -0.033209, 0.226017
-0.540875, -0.325675, 0.326156, -0.544152, 0.084856, 0.116198, -0.106425, 0.043022, -0.438806, 0.210438, -0.005168, 0.293562, -0.461003, -0.104576, -0.457946, -0.236109, 0.078803, -0.366908, -0.492303, -0.081788, 0.266959, -0.138468, -0.231704, -0.342748, -0.263509, 0.525244, -0.517938, -0.434797, -0.442755, -0.234274, 0.143121, 0.586694, -0.176366, 0.360524, -0.238385, -0.191275, 0.068898, 0.404870, -0.452861, 0.056655, -0.359642, -0.134255, -0.068047, 0.512516, 0.474893, 0.165614, -0.413824, -0.004295, 0.301019, -0.007796, 0.320631, -0.528382, 0.277189, 0.525777, -0.023210, 0.236016
-0.550339, -0.335561, 0.336089, -0.534274, 0.075381, 0.106363, -0.096546, 0.052843, -0.448284, 0.200584, 0.004729, 0.303403, -0.470434, -0.114465, -0.448006, -0.226226, 0.078827, -0.370737, -0.483512, -0.076875, 0.257840, -0.148078, -0.222001, -0.333111, -0.272964, 0.515387, -0.508031, -0.424954, -0.452341, -0.244200, 0.153079, 0.596610, -0.185419, 0.350938, -0.228704, -0.181691, 0.059604, 0.395112, -0.443041, 0.066403, -0.369262, -0.144199, -0.058073, 0.522450, 0.470466, 0.158122, -0.404477, 0.003595, 0.291893, -0.017413, 0.330335, -0.518739, 0.267746, 0.515927, -0.013309, 0.245851
-0.559315, -0.345233, 0.345880, -0.524710, 0.066522, 0.096891, -0.086971, 0.062186, -0.457192, 0.191043, 0.014378, 0.312822, -0.479365, -0.124150, -0.438186, -0.216648, 0.083556, -0.368508, -0.477344, -0.078274, 0.249043, -0.157595, -0.212332, -0.323642, -0.281923, 0.505768, -0.498300, -0.415445, -0.461503, -0.253937, 0.162906, 0.606245, -0.193597, 0.341924, -0.219469, -0.172805, 0.050994, 0.385749, -0.433525, 0.075641, -0.378459, -0.153960, -0.048222, 0.532107, 0.471119, 0.154720, -0.396458, 0.007412, 0.283093, -0.026934, 0.340006, -0.509267, 0.258786, 0.506305, -0.003576, 0.255364
-0.567547, -0.354558, 0.355432, -0.515559, 0.058467, 0.087897, -0.077782, 0.070975, -0.465332, 0.181930, 0.023692, 0.321740, -0.487480, -0.133466, -0.428612, -0.207513, 0.090166, -0.363354, -0.474515, -0.082955, 0.240989, -0.166758, -0.202946, -0.314535, -0.290187, 0.496505, -0.488825, -0.406355, -0.470030, -0.263392, 0.172534, 0.615534, -0.200563, 0.333825, -0.210967, -0.164899, 0.043356, 0.377006, -0.424499, 0.084189, -0.387012, -0.163440, -0.038562, 0.541416, 0.474691, 0.154941, -0.390340, 0.007461, 0.275042, -0.036095, 0.349386, -0.500163, 0.250488, 0.497018, 0.005919, 0.264483
-0.574526, -0.363100, 0.364476, -0.507276, 0.051380, 0.079595, -0.069133, 0.079006, -0.472473, 0.173499, 0.032497, 0.329906, -0.494121, -0.141868, -0.419600, -0.199390, 0.097965, -0.356381, -0.477025, -0.089692, 0.233983, -0.175260, -0.194032, -0.306122, -0.297400, 0.487942, -0.479810, -0.398024, -0.477549, -0.272252, 0.181772, 0.624155, -0.206054, 0.327094, -0.203547, -0.158404, 0.036975, 0.369257, -0.416232, 0.091681, -0.394484, -0.172290, -0.029310, 0.550013, 0.480700, 0.159277, -0.389057, 0.003328, 0.268044, -0.044591, 0.358288, -0.491758, 0.243188, 0.488388, 0.014993, 0.272888
-0.579678, -0.370205, 0.372481, -0.500515, 0.045473, 0.072326, -0.061342, 0.085949, -0.478349, 0.166133, 0.040447, 0.336947, -0.498551, -0.148505, -0.411829, -0.193128, 0.106434, -0.348472, -0.482387, -0.097461, 0.228469, -0.182510, -0.186125, -0.298989, -0.303108, 0.480659, -0.471735, -0.391013, -0.483595, -0.280014, 0.190208, 0.631600, -0.209840, 0.322241, -0.197746, -0.153795, 0.032137, 0.362979, -0.409178, 0.097663, -0.400330, -0.179930, -0.020927, 0.557316, 0.488050, 0.165657, -0.391839, -0.002928, 0.262533, -0.051837, 0.366187, -0.484628, 0.237361, 0.481025, 0.023149, 0.279995
-0.584503, -0.377424, 0.380700, -0.493691, 0.040062, 0.065268, -0.053656, 0.092606, -0.483788, 0.158886, 0.048386, 0.343802, -0.502629, -0.155306, -0.403794, -0.186764, 0.115129, -0.340341, -0.488341, -0.105523, 0.223348, -0.189682, -0.178142, -0.291904, -0.308417, 0.473405, -0.463566, -0.384077, -0.489335, -0.287837, 0.198796, 0.639062, -0.212899, 0.317910, -0.192340, -0.149775, 0.027879, 0.356989, -0.402282, 0.103296, -0.405859, -0.187647, -0.012378, 0.564646, 0.495794, 0.172396, -0.395253, -0.009632, 0.257416, -0.059009, 0.374169, -0.477543, 0.231924, 0.473686, 0.031402, 0.287037
-0.587959, -0.383505, 0.387999, -0.488140, 0.035547, 0.058981, -0.046637, 0.098398, -0.488287, 0.152431, 0.055652, 0.349768, -0.505076, -0.160704, -0.396890, -0.181962, 0.124248, -0.331633, -0.495532, -0.114187, 0.219320, -0.195874, -0.171015, -0.285839, -0.312639, 0.467101, -0.456150, -0.378164, -0.493954, -0.294795, 0.206698, 0.645548, -0.214668, 0.315070, -0.188403, -0.147307, 0.024783, 0.352179, -0.396475, 0.107671, -0.410146, -0.194409, -0.004584, 0.570891, 0.504197, 0.180081, -0.400626, -0.017308, 0.253383, -0.065212, 0.381312, -0.471465, 0.227529, 0.467262, 0.038945, 0.293102
-0.588589, -0.386141, 0.391701, -0.486044, 0.032881, 0.055022, -0.042079, 0.101882, -0.490837, 0.148369, 0.060406, 0.353344, -0.504335, -0.162057, -0.394288, -0.181173, 0.133619, -0.322605, -0.503419, -0.123162, 0.217497, -0.199533, -0.166669, -0.282504, -0.314587, 0.463635, -0.451602, -0.375041, -0.496114, -0.298929, 0.211718, 0.649177, -0.214135, 0.315364, -0.188008, -0.147910, 0.023850, 0.350203, -0.393767, 0.109237, -0.411700, -0.198016, -0.000007, 0.573957, 0.513048, 0.188385, -0.407435, -0.025596, 0.251548, -0.068897, 0.385692, -0.468101, 0.225318, 0.463581, 0.043767, 0.296492
