-0.142470, 0.233577, -0.042197, -0.176725, 0.282750, 0.485599, -0.324644, -0.096054, 0.014810, -0.305844, 0.085889, 0.412814, -0.450324, 0.462304, 0.410380, 0.328389, 0.077509, 0.368231, -0.050366, 0.106159, -0.163873, 0.252186, 0.025407, -0.207773, -0.113261, 0.233977, -0.341058, -0.289228, 0.140215, 0.229005, 0.245924, -0.112445, -0.287185, -0.287790, 0.314681, 0.280306, 0.020287, 0.456315, -0.200697, -0.280782, 0.226401, -0.110070, -0.211712, -0.182936, -0.093220, 0.173853, -0.463945, 0.043289, -0.229661, 0.205810, -0.273475, -0.023669, 0.034929, 0.175390, 0.314905, -0.087297, -0.367034, 0.064660, 0.461886, 0.459679, -0.220303, -0.298821, -0.354737, 0.282216, 0.163313, 0.268685, -0.276675, -0.191477, 0.108360, -0.185650, -0.336944, 0.407236, -0.126346, 0.351018, -0.463230, 0.370079, 0.312849, 0.296241, -0.275677, -0.399133, 0.006962, -0.175622, -0.273193, 0.435059
-0.152468, 0.243481, -0.052188, -0.166726, 0.272752, 0.495546, -0.334631, -0.086055, 0.004812, -0.295900, 0.075900, 0.422814, -0.460323, 0.472119, 0.400389, 0.338388, 0.067522, 0.358318, -0.060305, 0.116154, -0.173872, 0.262068, 0.015416, -0.197774, -0.123259, 0.243921, -0.351049, -0.279229, 0.130217, 0.238985, 0.255893, -0.102446, -0.297181, -0.277835, 0.324634, 0.290304, 0.010290, 0.466282, -0.190737, -0.270784, 0.216403, -0.100089, -0.201746, -0.172937, -0.103212, 0.163951, -0.473805, 0.053286, -0.239659, 0.215775, -0.263502, -0.013670, 0.024931, 0.185366, 0.324869, -0.077298, -0.377031, 0.054708, 0.451922, 0.469677, -0.230293, -0.308697, -0.346775, 0.292212, 0.153320, 0.258774, -0.286541, -0.181480, 0.098364, -0.195617, -0.346913, 0.417234, -0.116397, 0.341047, -0.473101, 0.380067, 0.302854, 0.286305, -0.285615, -0.389135, -0.003034, -0.185539, -0.283132, 0.445057
-0.162253, 0.245851, -0.062138, -0.156874, 0.263028, 0.504461, -0.344502, -0.076294, -0.004934, -0.287479, 0.066008, 0.432606, -0.470107, 0.468113, 0.390419, 0.348256, 0.058843, 0.348456, -0.070165, 0.125672, -0.183387, 0.262579, 0.005632, -0.188125, -0.133008, 0.251392, -0.360978, -0.269421, 0.120453, 0.248512, 0.265458, -0.092637, -0.306749, -0.268772, 0.334598, 0.299893, 0.000659, 0.475548, -0.180869, -0.261110, 0.206622, -0.090608, -0.192400, -0.163109, -0.112129, 0.154239, -0.481134, 0.062823, -0.249039, 0.224469, -0.253539, -0.004115, 0.015247, 0.194747, 0.334528, -0.067579, -0.386423, 0.045189, 0.442343, 0.479498, -0.238689, -0.318058, -0.339167, 0.301540, 0.144365, 0.249349, -0.288667, -0.171896, 0.089037, -0.205263, -0.356650, 0.427074, -0.107447, 0.331100, -0.482814, 0.388490, 0.294434, 0.276884, -0.293703, -0.379608, -0.012211, -0.194764, -0.291499, 0.454759
-0.171293, 0.241690, -0.071930, -0.147267, 0.254259, 0.511344, -0.354072, -0.067014, -0.013786, -0.282158, 0.056375, 0.441990, -0.479191, 0.461035, 0.380577, 0.357919, 0.052728, 0.338551, -0.079787, 0.134650, -0.192153, 0.257663, -0.004058, -0.178569, -0.141959, 0.254483, -0.370704, -0.259935, 0.111730, 0.255928, 0.275185, -0.083413, -0.315151, -0.262305, 0.344591, 0.308767, -0.007837, 0.482507, -0.170924, -0.252128, 0.197902, -0.083624, -0.182809, -0.153857, -0.118322, 0.144539, -0.483666, 0.071654, -0.257406, 0.229386, -0.243689, 0.005119, 0.006633, 0.202142, 0.344323, -0.058487, -0.393652, 0.035723, 0.433840, 0.488882, -0.243396, -0.327423, -0.330502, 0.309907, 0.138212, 0.239932, -0.285378, -0.163030, 0.082235, -0.214851, -0.365553, 0.436489, -0.098208, 0.321136, -0.492196, 0.394641, 0.288811, 0.267447, -0.298099, -0.370333, -0.019193, -0.204099, -0.296948, 0.463950
-0.179414, 0.234962, -0.081567, -0.138043, 0.246468, 0.514886, -0.363360, -0.058345, -0.021683, -0.281584, 0.046995, 0.450830, -0.487344, 0.453037, 0.370863, 0.367231, 0.049550, 0.328620, -0.089165, 0.143149, -0.199953, 0.250602, -0.013486, -0.169477, -0.149988, 0.251838, -0.380247, -0.250897, 0.104410, 0.259080, 0.284960, -0.074939, -0.322143, -0.260036, 0.354608, 0.316745, -0.014925, 0.485463, -0.160922, -0.244008, 0.190650, -0.081574, -0.173155, -0.145351, -0.121363, 0.134848, -0.481347, 0.079842, -0.264249, 0.228762, -0.233773, 0.013641, -0.000588, 0.205344, 0.354171, -0.050124, -0.397313, 0.026303, 0.427435, 0.497480, -0.243781, -0.336826, -0.321370, 0.316701, 0.135902, 0.230497, -0.279222, -0.155364, 0.079522, -0.224374, -0.372853, 0.445120, -0.088732, 0.311162, -0.501087, 0.398206, 0.287246, 0.257980, -0.297850, -0.361937, -0.022603, -0.213379, -0.298002, 0.472276
-0.186512, 0.227165, -0.091086, -0.129423, 0.239617, 0.514619, -0.372396, -0.050419, -0.028632, -0.284848, 0.037834, 0.458962, -0.494420, 0.444546, 0.361242, 0.375965, 0.049797, 0.318696, -0.098242, 0.150653, -0.206748, 0.242568, -0.022720, -0.161020, -0.157052, 0.246228, -0.389636, -0.242501, 0.098530, 0.258276, 0.294858, -0.067598, -0.327774, -0.261349, 0.364570, 0.323638, -0.020657, 0.484832, -0.150894, -0.236992, 0.184931, -0.083588, -0.163346, -0.137994, -0.121201, 0.125141, -0.476594, 0.086801, -0.269564, 0.224753, -0.223776, 0.021117, -0.006438, 0.204796, 0.364122, -0.042830, -0.397259, 0.016867, 0.423187, 0.504937, -0.240907, -0.346296, -0.311924, 0.321687, 0.137007, 0.221001, -0.271745, -0.149179, 0.080718, -0.233887, -0.378339, 0.452569, -0.079129, 0.301208, -0.509624, 0.398101, 0.289222, 0.248490, -0.294636, -0.354739, -0.022452, -0.222709, -0.295946, 0.479428
-0.192439, 0.218761, -0.100398, -0.121545, 0.233705, 0.511173, -0.381084, -0.043284, -0.034608, -0.290485, 0.028994, 0.466313, -0.500219, 0.435708, 0.351806, 0.383962, 0.052792, 0.308747, -0.107097, 0.157098, -0.212383, 0.234005, -0.031633, -0.153328, -0.163041, 0.239115, -0.398754, -0.234873, 0.094066, 0.254468, 0.304823, -0.061428, -0.332108, -0.265370, 0.374360, 0.329484, -0.025111, 0.481377, -0.140944, -0.231049, 0.180733, -0.088342, -0.153439, -0.131836, -0.118460, 0.115373, -0.470643, 0.092461, -0.273287, 0.218663, -0.213776, 0.027427, -0.010884, 0.201190, 0.374100, -0.036674, -0.394226, 0.007362, 0.420322, 0.510996, -0.235835, -0.355844, -0.302349, 0.324906, 0.140674, 0.211420, -0.263629, -0.144547, 0.084744, -0.243449, -0.382601, 0.458544, -0.069409, 0.291250, -0.518054, 0.395148, 0.293728, 0.238925, -0.290041, -0.348998, -0.019422, -0.232142, -0.292336, 0.485163
-0.197759, 0.210314, -0.109588, -0.114081, 0.228394, 0.507479, -0.389572, -0.036693, -0.039989, -0.296220, 0.020350, 0.473148, -0.505385, 0.426841, 0.342478, 0.391558, 0.056821, 0.298775, -0.115797, 0.163004, -0.217328, 0.225214, -0.040317, -0.146067, -0.168423, 0.231831, -0.407719, -0.227710, 0.090407, 0.249887, 0.314851, -0.056146, -0.335658, -0.270224, 0.384252, 0.334564, -0.028798, 0.477122, -0.130892, -0.225904, 0.177383, -0.093831, -0.143464, -0.126585, -0.114616, 0.105509, -0.463404, 0.097383, -0.275989, 0.211736, -0.203715, 0.032917, -0.014527, 0.196728, 0.384157, -0.031351, -0.389998, -0.002296, 0.420603, 0.516267, -0.229819, -0.365549, -0.292580, 0.327007, 0.145419, 0.201709, -0.254932, -0.140897, 0.089889, -0.253157, -0.383980, 0.463714, -0.059586, 0.281218, -0.526267, 0.391210, 0.299335, 0.229188, -0.283675, -0.344063, -0.015194, -0.241754, -0.286681, 0.490068
-0.202147, 0.201377, -0.118598, -0.107266, 0.223768, 0.502421, -0.397845, -0.030724, -0.044652, -0.302975, 0.011929, 0.479350, -0.509512, 0.417587, 0.333316, 0.398498, 0.062272, 0.288689, -0.124281, 0.168072, -0.221385, 0.216017, -0.048692, -0.139441, -0.172992, 0.223791, -0.416474, -0.221185, 0.087769, 0.243876, 0.324928, -0.051807, -0.338245, -0.276431, 0.394038, 0.338851, -0.031566, 0.471449, -0.120902, -0.221574, 0.175133, -0.100574, -0.133425, -0.122299, -0.109356, 0.095522, -0.455506, 0.101291, -0.277565, 0.203895, -0.193669, 0.037554, -0.017190, 0.190834, 0.394244, -0.026909, -0.384302, -0.012134, 0.422117, 0.520404, -0.222740, -0.375414, -0.282726, 0.327841, 0.151446, 0.191826, -0.245904, -0.138409, 0.096343, -0.263030, -0.384171, 0.467683, -0.049612, 0.271101, -0.534567, 0.385903, 0.306108, 0.219301, -0.276616, -0.340249, -0.009543, -0.251557, -0.280155, 0.493875
-0.204602, 0.193009, -0.127078, -0.101218, 0.220367, 0.496006, -0.405654, -0.025445, -0.048014, -0.310156, 0.004015, 0.484846, -0.511419, 0.408988, 0.324661, 0.404640, 0.069126, 0.278801, -0.132379, 0.172189, -0.223704, 0.207493, -0.056519, -0.133531, -0.175946, 0.216020, -0.424698, -0.215375, 0.086987, 0.236788, 0.334528, -0.048175, -0.339137, -0.283647, 0.403117, 0.342393, -0.032759, 0.464492, -0.111534, -0.217946, 0.174905, -0.108030, -0.123861, -0.118745, -0.102672, 0.085740, -0.448024, 0.104265, -0.277289, 0.195790, -0.184057, 0.041489, -0.018027, 0.183816, 0.403881, -0.023130, -0.377280, -0.021511, 0.421784, 0.522845, -0.214880, -0.384751, -0.274110, 0.327004, 0.158685, 0.182389, -0.238233, -0.137468, 0.103806, -0.272437, -0.386082, 0.469812, -0.039724, 0.261208, -0.543356, 0.379211, 0.313786, 0.209927, -0.271503, -0.338127, -0.002549, -0.260834, -0.275576, 0.496095
