-0.553196, 0.345868, 0.105548, -0.625107, 0.233104, -0.603015, -0.225111, 0.158502, 0.285687, 0.249152, 0.343873, -0.092387, 0.292753, -0.736052, -0.427174, 0.823178
-0.563195, 0.355864, 0.115547, -0.635103, 0.243103, -0.613013, -0.235109, 0.168498, 0.275689, 0.259150, 0.353870, -0.102381, 0.282764, -0.726058, -0.437166, 0.833147
-0.573132, 0.365609, 0.125495, -0.645043, 0.253002, -0.622770, -0.244941, 0.178188, 0.265996, 0.268621, 0.363616, -0.111732, 0.284132, -0.718714, -0.446965, 0.842253
-0.582976, 0.375342, 0.135216, -0.654885, 0.262726, -0.632160, -0.254476, 0.187327, 0.256624, 0.277579, 0.372908, -0.120469, 0.288036, -0.713538, -0.456745, 0.851729
-0.592637, 0.384892, 0.144671, -0.664516, 0.272206, -0.641101, -0.263640, 0.195641, 0.247864, 0.285760, 0.381741, -0.128352, 0.293547, -0.710261, -0.466442, 0.861350
-0.601856, 0.394012, 0.153744, -0.673774, 0.281278, -0.649466, -0.272373, 0.202899, 0.240427, 0.292828, 0.389836, -0.134920, 0.297931, -0.707660, -0.475706, 0.870376
-0.610230, 0.402357, 0.162258, -0.682413, 0.289673, -0.657101, -0.280533, 0.209009, 0.235335, 0.298414, 0.396831, -0.139885, 0.297296, -0.704304, -0.484028, 0.877570
-0.618671, 0.410683, 0.170625, -0.690867, 0.298162, -0.664518, -0.288585, 0.214543, 0.230648, 0.303486, 0.403827, -0.144844, 0.299164, -0.702614, -0.492477, 0.884420
-0.626385, 0.418360, 0.178566, -0.698863, 0.306209, -0.671394, -0.296264, 0.219422, 0.227953, 0.307452, 0.410248, -0.149104, 0.297893, -0.700041, -0.500143, 0.889058
-0.631989, 0.424358, 0.185595, -0.705772, 0.313087, -0.677415, -0.303206, 0.223504, 0.229095, 0.309235, 0.414745, -0.150678, 0.292936, -0.694887, -0.504784, 0.889327
-0.636422, 0.429462, 0.192124, -0.712112, 0.319326, -0.682895, -0.309754, 0.227168, 0.232016, 0.309804, 0.418421, -0.151145, 0.286670, -0.688693, -0.508123, 0.887564
