-0.060454, 0.047846, 0.014135, -0.014779, 0.022680, -0.008311, 0.002998, 0.005997, 0.015520, 0.040189, 0.012566, 0.024178, 0.003536, 0.020832, 0.002404, -0.030304
0.051287, 0.013545, -0.037644, 0.068368, -0.008866, -0.032550, -0.006733, -0.008191, 0.004068, 0.103892, -0.062260, -0.009126, 0.031909, 0.056505, 0.004045, 0.056222
0.037334, -0.011473, 0.008382, 0.015275, -0.015215, 0.021280, 0.005787, 0.010574, -0.015792, 0.040014, -0.012639, 0.017658, 0.011701, 0.024910, 0.022009, -0.011581
0.152401, -0.086614, -0.043114, 0.116028, -0.041895, 0.061331, 0.050667, -0.018575, -0.020590, 0.047051, -0.070984, -0.050462, 0.049271, 0.023392, 0.006785, 0.040332
0.043290, -0.075311, 0.006695, 0.049089, -0.007477, 0.037725, 0.005884, -0.000010, 0.001942, 0.060123, -0.003746, 0.001489, 0.021373, 0.008838, 0.012319, -0.005175
0.012558, 0.080448, 0.004408, 0.025527, 0.002029, -0.023576, 0.005531, -0.006188, -0.000785, -0.012505, -0.029719, -0.008836, 0.014633, 0.018499, 0.001989, 0.008393
-0.813363, 0.622213, -0.065032, 0.027839, 0.464270, -0.338803, 0.026670, -0.030212, 0.407692, -0.269035, -0.018146, -0.037191, 0.024513, -0.017905, -0.080936, 0.075210
-0.043576, 0.055864, 0.082265, -0.033961, 0.039030, -0.028630, -0.029735, 0.012566, 0.033025, -0.013581, -0.014629, 0.048651, 0.007929, -0.002714, -0.018363, -0.037254
-0.094974, -0.008389, -0.065188, -0.083483, 0.040946, 0.012404, 0.025285, 0.009669, 0.044061, 0.017703, 0.041267, 0.040387, -0.017535, 0.012966, 0.006738, 0.016116
0.044164, -0.077081, 0.018191, -0.001586, -0.016801, 0.043819, -0.008319, 0.000045, -0.013571, 0.044146, 0.009722, 0.003646, 0.006474, 0.005587, -0.001329, -0.008444
0.114186, -0.199916, -0.072005, -0.005855, -0.050895, 0.093700, 0.036796, 0.008868, -0.057231, 0.092034, 0.046934, 0.006589, 0.001682, -0.001195, 0.007784, -0.002852
0.194741, -0.371670, -0.225659, -0.032218, -0.070449, 0.176861, 0.122652, 0.014035, -0.079759, 0.165036, 0.144444, 0.043093, 0.000472, 0.024837, 0.062733, -0.043711
0.236587, -0.411503, -0.043694, -0.014322, -0.090312, 0.180383, 0.022874, 0.002215, -0.120773, 0.205194, 0.034668, 0.011756, 0.011512, -0.012261, 0.007800, -0.004691
-0.097466, 0.159319, -0.045278, 0.003251, 0.050400, -0.049460, 0.020049, -0.002109, 0.063092, -0.071245, 0.001761, -0.006597, 0.019878, -0.001992, 0.016072, 0.016822
-0.019101, 0.039484, -0.053920, -0.020096, 0.013263, -0.006795, 0.031721, 0.004105, 0.021516, -0.019581, 0.018105, 0.016606, 0.005752, 0.008153, 0.022707, -0.006804
0.080215, -0.062883, 0.019351, 0.027331, -0.031418, 0.027282, -0.008174, -0.002994, -0.037005, 0.020110, -0.015193, -0.007680, 0.001029, -0.000343, 0.001294, 0.000853
0.050521, -0.079650, 0.006514, 0.035512, -0.013132, 0.036000, -0.003499, -0.011934, -0.017823, 0.039134, -0.004008, -0.029697, 0.008031, 0.003387, -0.003925, 0.019068
