2.934325, 3.929915, 3.522753, 3.828010, 0.901031, 3.330109, 2.143360, 4.625686, 1.561355, 3.971620, 4.728845, 1.434253, 2.736283, 0.282130, 0.148551, 3.379281
2.924328, 3.939914, 3.532751, 3.818011, 0.891032, 3.340108, 2.153355, 4.615687, 1.551357, 3.981619, 4.738839, 1.444249, 2.726285, 0.272132, 0.158539, 3.389274
2.921147, 3.947113, 3.542456, 3.808360, 0.881036, 3.349288, 2.162350, 4.606124, 1.542011, 3.991545, 4.748382, 1.448847, 2.716361, 0.262996, 0.168440, 3.398698
2.922656, 3.953569, 3.551674, 3.798577, 0.871190, 3.358620, 2.171559, 4.596385, 1.532380, 4.001458, 4.758093, 1.450681, 2.706729, 0.253488, 0.178372, 3.408354
2.927920, 3.952515, 3.560891, 3.788694, 0.861310, 3.362998, 2.180716, 4.586518, 1.523084, 4.011319, 4.767495, 1.446126, 2.700594, 0.244007, 0.187047, 3.417680
2.934702, 3.950566, 3.570040, 3.779210, 0.851908, 3.367876, 2.189689, 4.577012, 1.514008, 4.020824, 4.776433, 1.442100, 2.696731, 0.234696, 0.194610, 3.426723
2.942183, 3.946826, 3.579032, 3.770535, 0.842680, 3.370536, 2.198824, 4.568277, 1.504868, 4.030025, 4.785333, 1.437362, 2.696397, 0.225468, 0.198904, 3.435831
2.949967, 3.943313, 3.585684, 3.763078, 0.835500, 3.374102, 2.206165, 4.560345, 1.497150, 4.037893, 4.793240, 1.432268, 2.697001, 0.217401, 0.203150, 3.443782
2.957193, 3.942714, 3.592115, 3.755673, 0.829929, 3.379579, 2.211268, 4.552781, 1.492080, 4.044216, 4.798489, 1.431499, 2.694450, 0.210789, 0.208793, 3.448866
2.964049, 3.943372, 3.598017, 3.748514, 0.825426, 3.385724, 2.214734, 4.545724, 1.489225, 4.049228, 4.801699, 1.432952, 2.689667, 0.205333, 0.215522, 3.451936
2.970255, 3.944216, 3.603212, 3.741843, 0.821484, 3.391541, 2.217825, 4.539335, 1.486960, 4.053397, 4.804188, 1.435166, 2.684642, 0.200495, 0.221857, 3.454325
2.975971, 3.946563, 3.607788, 3.735317, 0.818768, 3.398186, 2.219567, 4.533304, 1.486460, 4.056350, 4.805111, 1.439146, 2.678482, 0.196924, 0.228721, 3.454788
2.981221, 3.949458, 3.611385, 3.729201, 0.816986, 3.405089, 2.220086, 4.527561, 1.486892, 4.058697, 4.805234, 1.443330, 2.671852, 0.194251, 0.235992, 3.454253
2.985442, 3.953052, 3.612807, 3.724313, 0.816677, 3.412058, 2.219399, 4.522846, 1.488458, 4.059559, 4.804501, 1.447854, 2.665315, 0.193151, 0.242941, 3.452693
2.989767, 3.955922, 3.613077, 3.720304, 0.816850, 3.418534, 2.218513, 4.518651, 1.489902, 4.060240, 4.803967, 1.451557, 2.659915, 0.192316, 0.249293, 3.451319
2.993313, 3.959102, 3.611914, 3.717190, 0.817958, 3.425033, 2.216614, 4.514983, 1.491859, 4.060322, 4.803189, 1.454577, 2.654914, 0.192246, 0.255528, 3.449560
2.997118, 3.960388, 3.609588, 3.715363, 0.819292, 3.429490, 2.216033, 4.512439, 1.492766, 4.060080, 4.803258, 1.455987, 2.653499, 0.191865, 0.259183, 3.448976
3.000967, 3.960369, 3.606493, 3.714478, 0.820698, 3.432480, 2.216399, 4.510761, 1.492816, 4.059633, 4.803988, 1.456338, 2.654147, 0.191240, 0.261021, 3.449365
3.005045, 3.958590, 3.602928, 3.714394, 0.821893, 3.433427, 2.218147, 4.509844, 1.491940, 4.059221, 4.805466, 1.455413, 2.656642, 0.190012, 0.261139, 3.450723
3.009381, 3.955432, 3.600244, 3.714332, 0.822135, 3.432743, 2.221264, 4.509087, 1.489786, 4.059536, 4.807739, 1.453654, 2.660368, 0.187902, 0.259898, 3.453099
3.013878, 3.951373, 3.597335, 3.714924, 0.822127, 3.431171, 2.225232, 4.508955, 1.486865, 4.059947, 4.810676, 1.451248, 2.665334, 0.185466, 0.257273, 3.456275
3.016618, 3.947551, 3.593147, 3.715954, 0.822855, 3.428839, 2.229240, 4.509544, 1.484456, 4.059160, 4.813242, 1.448599, 2.670267, 0.183403, 0.254122, 3.459198
3.019231, 3.943102, 3.588325, 3.717783, 0.823578, 3.426020, 2.233835, 4.510894, 1.481266, 4.058163, 4.816520, 1.445439, 2.676354, 0.181159, 0.249545, 3.462851
3.021527, 3.938116, 3.583042, 3.720305, 0.824091, 3.422740, 2.238940, 4.512933, 1.477292, 4.057070, 4.820611, 1.441592, 2.683383, 0.178566, 0.243799, 3.467254
3.024092, 3.931683, 3.577849, 3.723588, 0.823411, 3.418095, 2.245446, 4.515728, 1.471801, 4.056629, 4.826145, 1.436596, 2.691607, 0.174857, 0.236547, 3.472941
3.026939, 3.925414, 3.572882, 3.727002, 0.822899, 3.413823, 2.251867, 4.518650, 1.466483, 4.055988, 4.831545, 1.431866, 2.699900, 0.171292, 0.229125, 3.478465
3.029393, 3.919485, 3.568238, 3.730294, 0.822235, 3.409670, 2.258252, 4.521718, 1.461365, 4.055103, 4.836715, 1.427594, 2.707930, 0.167743, 0.221622, 3.483791
3.030643, 3.914820, 3.562677, 3.734060, 0.822695, 3.406157, 2.263610, 4.525417, 1.457260, 4.052824, 4.841004, 1.423717, 2.715422, 0.165261, 0.214301, 3.488524
3.031793, 3.909712, 3.557104, 3.738044, 0.823021, 3.402388, 2.269108, 4.529117, 1.452910, 4.050772, 4.845628, 1.419328, 2.723176, 0.162745, 0.206698, 3.493361
3.033042, 3.903336, 3.552283, 3.741619, 0.821888, 3.397542, 2.275594, 4.532303, 1.447381, 4.050083, 4.851198, 1.414422, 2.731311, 0.159393, 0.198574, 3.498679
3.034070, 3.899600, 3.547392, 3.744630, 0.822045, 3.395390, 2.280204, 4.535186, 1.443352, 4.048531, 4.855215, 1.411214, 2.737900, 0.157028, 0.191961, 3.503012
3.035271, 3.895549, 3.542386, 3.747951, 0.822489, 3.393270, 2.284609, 4.537952, 1.439489, 4.047029, 4.859311, 1.407322, 2.744580, 0.154943, 0.185491, 3.507260
3.035646, 3.890416, 3.537399, 3.751874, 0.822113, 3.389749, 2.289769, 4.541212, 1.434848, 4.045691, 4.864193, 1.402671, 2.751882, 0.152717, 0.177885, 3.511806
3.036180, 3.885825, 3.532702, 3.755467, 0.822084, 3.386613, 2.294330, 4.544246, 1.430970, 4.044073, 4.868154, 1.398419, 2.758274, 0.150927, 0.171351, 3.515856
3.038216, 3.883440, 3.528615, 3.758019, 0.823709, 3.386396, 2.296898, 4.546126, 1.429113, 4.042061, 4.869731, 1.395366, 2.762966, 0.149888, 0.168189, 3.518780
3.040277, 3.881748, 3.524776, 3.760275, 0.825501, 3.386973, 2.298831, 4.547703, 1.427614, 4.040179, 4.871055, 1.392737, 2.767165, 0.149003, 0.165730, 3.521361
3.042289, 3.880327, 3.521939, 3.761691, 0.826266, 3.388076, 2.300988, 4.548525, 1.425185, 4.039403, 4.873457, 1.390867, 2.771499, 0.147420, 0.162601, 3.523985
3.043822, 3.878285, 3.519498, 3.762715, 0.825843, 3.388796, 2.303906, 4.548973, 1.421770, 4.039439, 4.877070, 1.388996, 2.776296, 0.145069, 0.158505, 3.526799
3.045312, 3.877099, 3.517074, 3.763681, 0.825881, 3.390240, 2.305982, 4.549397, 1.418875, 4.039174, 4.880082, 1.387539, 2.780410, 0.143204, 0.155198, 3.529306
3.047141, 3.877048, 3.515225, 3.764328, 0.826268, 3.392310, 2.307073, 4.549911, 1.416789, 4.038375, 4.881727, 1.387024, 2.783121, 0.141929, 0.153174, 3.531392
3.049466, 3.877141, 3.514025, 3.763213, 0.825396, 3.395200, 2.308499, 4.548645, 1.413570, 4.039358, 4.884949, 1.387420, 2.785429, 0.139536, 0.152047, 3.533566
3.050671, 3.875849, 3.512827, 3.762726, 0.823622, 3.396678, 2.310996, 4.547891, 1.409772, 4.040544, 4.888914, 1.387196, 2.788568, 0.136977, 0.149355, 3.535846
3.050453, 3.873154, 3.511093, 3.762933, 0.821329, 3.396453, 2.314380, 4.547641, 1.405593, 4.041682, 4.893567, 1.385910, 2.792433, 0.134325, 0.145455, 3.538198
3.049375, 3.870769, 3.508096, 3.764538, 0.820723, 3.395895, 2.316729, 4.548769, 1.403024, 4.041007, 4.896426, 1.383610, 2.796001, 0.132897, 0.141956, 3.540181
3.047785, 3.869378, 3.504568, 3.766460, 0.820774, 3.395786, 2.318110, 4.550524, 1.401152, 4.039306, 4.898327, 1.381542, 2.798872, 0.132062, 0.138910, 3.541919
3.045367, 3.867013, 3.501036, 3.768791, 0.820341, 3.394469, 2.320186, 4.552736, 1.399208, 4.037469, 4.900191, 1.379009, 2.802059, 0.131219, 0.135078, 3.543590
3.043080, 3.866043, 3.497354, 3.771392, 0.821067, 3.394193, 2.320816, 4.555364, 1.398441, 4.034761, 4.900580, 1.376811, 2.804287, 0.131215, 0.132498, 3.544841
3.040358, 3.865109, 3.493270, 3.774362, 0.822584, 3.393528, 2.320914, 4.558476, 1.398560, 4.031270, 4.899803, 1.373942, 2.805968, 0.131667, 0.130642, 3.545851
3.037169, 3.863306, 3.489413, 3.777039, 0.823137, 3.392095, 2.321945, 4.561290, 1.397860, 4.028276, 4.899982, 1.371036, 2.808075, 0.131592, 0.127885, 3.546870
3.033491, 3.860991, 3.485320, 3.780071, 0.824115, 3.389987, 2.323018, 4.564422, 1.397599, 4.024853, 4.899527, 1.367287, 2.810244, 0.131724, 0.125072, 3.547734
3.029900, 3.858522, 3.481593, 3.782341, 0.824198, 3.387759, 2.324613, 4.566924, 1.396743, 4.022038, 4.899848, 1.364250, 2.812207, 0.131390, 0.122179, 3.548521
3.026192, 3.855834, 3.477977, 3.784737, 0.824362, 3.385143, 2.326217, 4.569562, 1.396139, 4.019110, 4.899863, 1.360975, 2.814029, 0.131228, 0.119372, 3.549236
3.023404, 3.851623, 3.475086, 3.783876, 0.821498, 3.381179, 2.330383, 4.569340, 1.393220, 4.018735, 4.902587, 1.359636, 2.815640, 0.128787, 0.116399, 3.549881
3.020687, 3.847393, 3.472204, 3.783365, 0.819247, 3.377147, 2.334139, 4.569454, 1.390975, 4.017879, 4.904357, 1.357655, 2.816948, 0.126687, 0.114084, 3.550467
3.018004, 3.842479, 3.469496, 3.782863, 0.816439, 3.372557, 2.338537, 4.569029, 1.388013, 4.018183, 4.907739, 1.356071, 2.818761, 0.124597, 0.111251, 3.551018
3.018100, 3.839215, 3.466761, 3.781951, 0.815595, 3.371036, 2.341192, 4.567322, 1.386275, 4.019372, 4.911001, 1.354738, 2.819685, 0.123181, 0.112575, 3.551700
3.018049, 3.836566, 3.463999, 3.781585, 0.815178, 3.369531, 2.343054, 4.566431, 1.385146, 4.019858, 4.913236, 1.353197, 2.820153, 0.122279, 0.114048, 3.552511
3.018233, 3.834868, 3.461293, 3.781899, 0.815763, 3.369092, 2.343886, 4.566017, 1.384629, 4.019821, 4.914866, 1.351318, 2.820636, 0.122037, 0.115794, 3.553459
3.018845, 3.832444, 3.458769, 3.781840, 0.816362, 3.366890, 2.344919, 4.566306, 1.385233, 4.018631, 4.913610, 1.348319, 2.820128, 0.121520, 0.117818, 3.554688
3.018905, 3.830240, 3.456488, 3.782400, 0.817653, 3.365238, 2.345598, 4.567063, 1.386175, 4.016704, 4.911634, 1.344384, 2.820147, 0.121328, 0.119126, 3.555796
3.017758, 3.826880, 3.454387, 3.783360, 0.818050, 3.362632, 2.347318, 4.567927, 1.386346, 4.015147, 4.910730, 1.340358, 2.821199, 0.120914, 0.118644, 3.556588
3.016034, 3.823350, 3.452203, 3.784536, 0.817844, 3.359627, 2.349303, 4.568827, 1.385878, 4.014036, 4.910990, 1.337124, 2.822441, 0.120670, 0.117617, 3.557148
3.014097, 3.820555, 3.449560, 3.785509, 0.818347, 3.357810, 2.350897, 4.569537, 1.385514, 4.012367, 4.910896, 1.333304, 2.824024, 0.120266, 0.116273, 3.557596
3.010875, 3.817231, 3.447319, 3.787708, 0.818834, 3.355328, 2.352561, 4.571273, 1.385150, 4.010348, 4.910797, 1.328856, 2.826439, 0.120316, 0.113247, 3.557897
3.010816, 3.815597, 3.445643, 3.787688, 0.819398, 3.354522, 2.353554, 4.571266, 1.385256, 4.009296, 4.909992, 1.326252, 2.826872, 0.119821, 0.113610, 3.558532
3.011472, 3.815427, 3.444313, 3.787947, 0.821010, 3.355090, 2.353035, 4.571686, 1.386227, 4.007626, 4.907742, 1.323451, 2.826538, 0.119844, 0.115313, 3.559409
3.012145, 3.815689, 3.443316, 3.788686, 0.823196, 3.356033, 2.351808, 4.572628, 1.387723, 4.005508, 4.904593, 1.320170, 2.826004, 0.120235, 0.117311, 3.560349
3.013584, 3.816203, 3.442583, 3.788858, 0.825336, 3.357307, 2.350508, 4.573062, 1.389331, 4.003701, 4.901166, 1.317255, 2.825005, 0.120462, 0.120163, 3.561330
3.014000, 3.816446, 3.442119, 3.789955, 0.827463, 3.358222, 2.349201, 4.574233, 1.390850, 4.001647, 4.897912, 1.314018, 2.824635, 0.121060, 0.121822, 3.562141
3.014089, 3.816274, 3.441550, 3.790513, 0.828741, 3.358990, 2.348827, 4.574709, 1.391544, 4.000165, 4.896029, 1.311603, 2.824763, 0.121219, 0.122591, 3.562557
3.013442, 3.815269, 3.440680, 3.791219, 0.829935, 3.358901, 2.348834, 4.575331, 1.392262, 3.998426, 4.894092, 1.308459, 2.824987, 0.121386, 0.123253, 3.562758
3.012266, 3.813505, 3.439795, 3.792325, 0.831543, 3.357945, 2.348762, 4.576461, 1.393581, 3.996114, 4.891018, 1.303917, 2.825034, 0.121719, 0.124418, 3.562993
3.011584, 3.811062, 3.438910, 3.792008, 0.831684, 3.356706, 2.350222, 4.576047, 1.393731, 3.995129, 4.889766, 1.301013, 2.825381, 0.121075, 0.125144, 3.562774
3.010057, 3.807589, 3.438269, 3.792088, 0.831363, 3.354523, 2.352369, 4.575873, 1.393622, 3.994199, 4.888823, 1.297726, 2.826306, 0.120388, 0.124848, 3.562257
3.009438, 3.804457, 3.438012, 3.791446, 0.830611, 3.352757, 2.354701, 4.575016, 1.393294, 3.993928, 4.888269, 1.295568, 2.826929, 0.119383, 0.124915, 3.561749
3.007674, 3.800578, 3.437624, 3.791517, 0.830078, 3.350288, 2.357112, 4.574842, 1.393155, 3.993063, 4.887311, 1.292135, 2.828007, 0.118560, 0.124226, 3.561089
3.006331, 3.798843, 3.437493, 3.792462, 0.831007, 3.349714, 2.357291, 4.575804, 1.394087, 3.991172, 4.884846, 1.288372, 2.828253, 0.118632, 0.124809, 3.560963
3.008550, 3.801492, 3.438917, 3.793627, 0.835092, 3.352974, 2.353431, 4.577654, 1.397731, 3.988039, 4.878504, 1.284166, 2.825598, 0.120211, 0.129763, 3.562592
3.010464, 3.803643, 3.440874, 3.794795, 0.838456, 3.356063, 2.350301, 4.579215, 1.400735, 3.985480, 4.872879, 1.280442, 2.823736, 0.121444, 0.133431, 3.563918
3.012152, 3.802893, 3.442512, 3.793953, 0.838922, 3.356307, 2.350654, 4.578545, 1.401703, 3.985226, 4.870426, 1.278560, 2.823139, 0.120869, 0.134877, 3.564327
3.013736, 3.801444, 3.444584, 3.792845, 0.838307, 3.355970, 2.352026, 4.577306, 1.401779, 3.985926, 4.869207, 1.277864, 2.823200, 0.119904, 0.135226, 3.564333
3.015411, 3.799628, 3.446954, 3.791400, 0.836996, 3.355402, 2.354040, 4.575554, 1.401276, 3.987283, 4.868762, 1.277999, 2.823602, 0.118606, 0.135059, 3.564091
3.016000, 3.797547, 3.449145, 3.790841, 0.835745, 3.354393, 2.355997, 4.574569, 1.400715, 3.988278, 4.868514, 1.277654, 2.824512, 0.117680, 0.133991, 3.563680
3.016213, 3.795445, 3.451281, 3.790677, 0.834613, 3.353291, 2.357827, 4.573929, 1.400210, 3.989081, 4.868218, 1.277050, 2.825543, 0.116954, 0.132730, 3.563240
3.015028, 3.792844, 3.453401, 3.791920, 0.833871, 3.351566, 2.359418, 4.574545, 1.399947, 3.989172, 4.867528, 1.274988, 2.827216, 0.116743, 0.130500, 3.562734
3.010513, 3.785135, 3.456715, 3.794028, 0.829703, 3.344223, 2.365395, 4.575490, 1.397944, 3.991406, 4.869206, 1.270901, 2.832112, 0.114979, 0.123547, 3.561152
3.005161, 3.777207, 3.459707, 3.796576, 0.825313, 3.336717, 2.371561, 4.576702, 1.395543, 3.993548, 4.871450, 1.266724, 2.837527, 0.113246, 0.115946, 3.559223
3.001234, 3.770360, 3.462490, 3.797657, 0.820796, 3.330756, 2.377482, 4.576350, 1.392631, 3.996337, 4.874262, 1.264426, 2.842285, 0.111169, 0.109567, 3.557200
2.996169, 3.762197, 3.465575, 3.799143, 0.815298, 3.323565, 2.384578, 4.576070, 1.389020, 3.999688, 4.877847, 1.261608, 2.848143, 0.108646, 0.101751, 3.554694
2.996271, 3.758209, 3.469817, 3.798916, 0.812785, 3.320677, 2.388100, 4.574781, 1.387864, 4.002539, 4.877608, 1.259719, 2.850296, 0.106916, 0.099403, 3.554135
2.995094, 3.755178, 3.473922, 3.800885, 0.811617, 3.318712, 2.390272, 4.575405, 1.387163, 4.003687, 4.876730, 1.256696, 2.852875, 0.106615, 0.096722, 3.553499
2.992920, 3.751959, 3.477227, 3.803382, 0.810347, 3.316382, 2.392514, 4.576661, 1.386324, 4.004353, 4.876383, 1.253482, 2.855804, 0.106433, 0.093437, 3.552619
