-0.830439, 0.581492, 0.590232, 0.753312
-0.840437, 0.591489, 0.580234, 0.743318
-0.835111, 0.585928, 0.586263, 0.746903
-0.827685, 0.578417, 0.594079, 0.753563
-0.820394, 0.571230, 0.601928, 0.761109
-0.812583, 0.563764, 0.610330, 0.769464
-0.806682, 0.558223, 0.617297, 0.776448
-0.800946, 0.553254, 0.624307, 0.784063
-0.797009, 0.549707, 0.629480, 0.788617
-0.795552, 0.548015, 0.632283, 0.789580
-0.794612, 0.547017, 0.634778, 0.790649
-0.796408, 0.547807, 0.634015, 0.787491
-0.799299, 0.549727, 0.632294, 0.783491
-0.804478, 0.553849, 0.627878, 0.777475
-0.809441, 0.558007, 0.623753, 0.771943
-0.814256, 0.562288, 0.619902, 0.766923
-0.816988, 0.564849, 0.618106, 0.764182
-0.818191, 0.566344, 0.618044, 0.763517
-0.816943, 0.565651, 0.620359, 0.765460
-0.815337, 0.564880, 0.623160, 0.768093
-0.813251, 0.563872, 0.626496, 0.771407
-0.810744, 0.562678, 0.630328, 0.775397
-0.808182, 0.561775, 0.634385, 0.779813
-0.804626, 0.560186, 0.639461, 0.785456
-0.800634, 0.558553, 0.645076, 0.791801
-0.797201, 0.557355, 0.649887, 0.797133
-0.794828, 0.557278, 0.653659, 0.801268
-0.793024, 0.558008, 0.657032, 0.805062
-0.791565, 0.559441, 0.660338, 0.808966
-0.791258, 0.561973, 0.662390, 0.811242
-0.791006, 0.565215, 0.664738, 0.814068
-0.791305, 0.569014, 0.666526, 0.816231
-0.791272, 0.573096, 0.668953, 0.819359
-0.792498, 0.577670, 0.669625, 0.820120
-0.794163, 0.582625, 0.669683, 0.820025
-0.796025, 0.587615, 0.669333, 0.819400
-0.798056, 0.593324, 0.669235, 0.819196
-0.800362, 0.599133, 0.668506, 0.818050
-0.803061, 0.605371, 0.667316, 0.816254
-0.805768, 0.611818, 0.666149, 0.814456
-0.808590, 0.618027, 0.664395, 0.811873
-0.811105, 0.623906, 0.662827, 0.809620
-0.812822, 0.629347, 0.662213, 0.808724
-0.814756, 0.635209, 0.661638, 0.807947
-0.816904, 0.641388, 0.660885, 0.807029
-0.818715, 0.647605, 0.660698, 0.806850
-0.820115, 0.653858, 0.661232, 0.807764
-0.821085, 0.659915, 0.662394, 0.809531
-0.821214, 0.665283, 0.664295, 0.812175
-0.821032, 0.670570, 0.666631, 0.815425
-0.821342, 0.676656, 0.668911, 0.818828
-0.822166, 0.683251, 0.670786, 0.821856
-0.823963, 0.691260, 0.672351, 0.824604
-0.825227, 0.698910, 0.674493, 0.828153
-0.825593, 0.705936, 0.677564, 0.832993
-0.826004, 0.713319, 0.680938, 0.838203
-0.826096, 0.720706, 0.684758, 0.843965
-0.826041, 0.728329, 0.689025, 0.850332
-0.826945, 0.736719, 0.692438, 0.855798
-0.829189, 0.746206, 0.695040, 0.860568
-0.831038, 0.755756, 0.698391, 0.866342
-0.832920, 0.765502, 0.702043, 0.872542
-0.834899, 0.775375, 0.705572, 0.878475
-0.837008, 0.785355, 0.708995, 0.884154
-0.839217, 0.795505, 0.712369, 0.889663
-0.841257, 0.805873, 0.716498, 0.896283
-0.843803, 0.816504, 0.719989, 0.901967
-0.846302, 0.827134, 0.723584, 0.907646
-0.848963, 0.837505, 0.726576, 0.912541
-0.851557, 0.847678, 0.729808, 0.917821
-0.854257, 0.857686, 0.732930, 0.922922
-0.857203, 0.867641, 0.735777, 0.927700
-0.860051, 0.877338, 0.738892, 0.932904
-0.862863, 0.886884, 0.741991, 0.938048
-0.865570, 0.896141, 0.744934, 0.942888
-0.868365, 0.905345, 0.747769, 0.947526
-0.871169, 0.914540, 0.750699, 0.952146
-0.873903, 0.923810, 0.753743, 0.956804
-0.876510, 0.932764, 0.756708, 0.961087
-0.879083, 0.941780, 0.759697, 0.965247
-0.881681, 0.951085, 0.763021, 0.969823
-0.884101, 0.960263, 0.766505, 0.974320
-0.886411, 0.969128, 0.769758, 0.978339
-0.888953, 0.978616, 0.773595, 0.983175
-0.891264, 0.987893, 0.777416, 0.987703
-0.893376, 0.996856, 0.780912, 0.991525
-0.895269, 1.005141, 0.784032, 0.994623
-0.897144, 1.012882, 0.786953, 0.997554
-0.898926, 1.020141, 0.789699, 1.000256
-0.900558, 1.027132, 0.792226, 1.002432
-0.902155, 1.034132, 0.794690, 1.004323
-0.903845, 1.040801, 0.796824, 1.006062
-0.905492, 1.047390, 0.798836, 1.007385
-0.907206, 1.054556, 0.801127, 1.008816
-0.909068, 1.062004, 0.803626, 1.010684
-0.910572, 1.068625, 0.805793, 1.012031
-0.912001, 1.075701, 0.808197, 1.013529
-0.913452, 1.083182, 0.810741, 1.014960
-0.914599, 1.089962, 0.812917, 1.015768
-0.915584, 1.096143, 0.814871, 1.016324
-0.916870, 1.103083, 0.817374, 1.017692
-0.917872, 1.109585, 0.819677, 1.018639
-0.918851, 1.116588, 0.822283, 1.019928
-0.919844, 1.123219, 0.824880, 1.021319
-0.920682, 1.129790, 0.827454, 1.022471
-0.921301, 1.135500, 0.829705, 1.023290
-0.922034, 1.141197, 0.831967, 1.024389
-0.922855, 1.146703, 0.834058, 1.025307
-0.923766, 1.152095, 0.836114, 1.026376
-0.924825, 1.157613, 0.838204, 1.027572
-0.925920, 1.163010, 0.840112, 1.028444
-0.927169, 1.168416, 0.841886, 1.029135
-0.928397, 1.173599, 0.843600, 1.029952
-0.929394, 1.178074, 0.845031, 1.030448
-0.930698, 1.182915, 0.846636, 1.031424
-0.931965, 1.187525, 0.848026, 1.032089
-0.933088, 1.191865, 0.849273, 1.032484
-0.934262, 1.196227, 0.850538, 1.033145
-0.935247, 1.200407, 0.851711, 1.033617
-0.936340, 1.204545, 0.853077, 1.034722
-0.937612, 1.209291, 0.854536, 1.035426
-0.938777, 1.214491, 0.856163, 1.035889
-0.939971, 1.219580, 0.857809, 1.036301
-0.941495, 1.226121, 0.860033, 1.036924
-0.943055, 1.232684, 0.862367, 1.037794
-0.944607, 1.238875, 0.864600, 1.038703
-0.945585, 1.243901, 0.866464, 1.039410
-0.946370, 1.248359, 0.868130, 1.039982
-0.947079, 1.252691, 0.869716, 1.040306
-0.948011, 1.258167, 0.871619, 1.040634
-0.949133, 1.263999, 0.873480, 1.040459
-0.950131, 1.269642, 0.875274, 1.040075
-0.951416, 1.275422, 0.876981, 1.039293
